2024-04-16 16:16:58,080 INFO    StreamThr :49275 [internal.py:wandb_internal():86] W&B internal server running at pid: 49275, started at: 2024-04-16 16:16:58.079112
2024-04-16 16:16:58,082 DEBUG   HandlerThread:49275 [handler.py:handle_request():146] handle_request: status
2024-04-16 16:16:58,085 INFO    WriterThread:49275 [datastore.py:open_for_write():87] open: /Users/chelseatroy/mozilla/docker-etl/jobs/search-term-data-validation-v2/search_term_data_validation_v2/wandb/run-20240416_161658-kl9tkm4n/run-kl9tkm4n.wandb
2024-04-16 16:16:58,085 DEBUG   SenderThread:49275 [sender.py:send():382] send: header
2024-04-16 16:16:58,108 DEBUG   SenderThread:49275 [sender.py:send():382] send: run
2024-04-16 16:16:58,279 INFO    SenderThread:49275 [dir_watcher.py:__init__():211] watching files in: /Users/chelseatroy/mozilla/docker-etl/jobs/search-term-data-validation-v2/search_term_data_validation_v2/wandb/run-20240416_161658-kl9tkm4n/files
2024-04-16 16:16:58,279 INFO    SenderThread:49275 [sender.py:_start_run_threads():1136] run started: kl9tkm4n with start time 1713302218.080082
2024-04-16 16:16:58,293 DEBUG   HandlerThread:49275 [handler.py:handle_request():146] handle_request: check_version
2024-04-16 16:16:58,293 DEBUG   SenderThread:49275 [sender.py:send_request():409] send_request: check_version
2024-04-16 16:16:58,383 DEBUG   HandlerThread:49275 [handler.py:handle_request():146] handle_request: run_start
2024-04-16 16:16:58,391 DEBUG   HandlerThread:49275 [system_info.py:__init__():27] System info init
2024-04-16 16:16:58,392 DEBUG   HandlerThread:49275 [system_info.py:__init__():42] System info init done
2024-04-16 16:16:58,392 INFO    HandlerThread:49275 [system_monitor.py:start():194] Starting system monitor
2024-04-16 16:16:58,392 INFO    SystemMonitor:49275 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-16 16:16:58,392 INFO    HandlerThread:49275 [system_monitor.py:probe():214] Collecting system info
2024-04-16 16:16:58,393 DEBUG   HandlerThread:49275 [system_info.py:probe():151] Probing system
2024-04-16 16:16:58,393 INFO    SystemMonitor:49275 [interfaces.py:start():190] Started cpu monitoring
2024-04-16 16:16:58,394 INFO    SystemMonitor:49275 [interfaces.py:start():190] Started disk monitoring
2024-04-16 16:16:58,398 INFO    SystemMonitor:49275 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-16 16:16:58,400 INFO    SystemMonitor:49275 [interfaces.py:start():190] Started memory monitoring
2024-04-16 16:16:58,400 INFO    SystemMonitor:49275 [interfaces.py:start():190] Started network monitoring
2024-04-16 16:16:58,405 DEBUG   HandlerThread:49275 [system_info.py:_probe_git():136] Probing git
2024-04-16 16:16:58,427 DEBUG   HandlerThread:49275 [system_info.py:_probe_git():144] Probing git done
2024-04-16 16:16:58,427 DEBUG   HandlerThread:49275 [system_info.py:probe():199] Probing system done
2024-04-16 16:16:58,427 DEBUG   HandlerThread:49275 [system_monitor.py:probe():223] {'os': 'macOS-13.6.1-arm64-arm-64bit', 'python': '3.9.6', 'heartbeatAt': '2024-04-16T21:16:58.393570', 'startedAt': '2024-04-16T21:16:58.071000', 'docker': None, 'cuda': None, 'args': ('--quiet', '--metadata', 'local', '--environment', 'local', '--datastore', 'local', '--event-logger', 'nullSidecarLogger', '--monitor', 'nullSidecarMonitor', '--datastore-root', '/Users/chelseatroy/mozilla/docker-etl/jobs/search-term-data-validation-v2/search_term_data_validation_v2/.metaflow', 'step', 'end', '--run-id', '1713302206348851', '--task-id', '4', '--input-paths', '1713302206348851/record_results/3', '--retry-count', '0', '--max-user-code-retries', '0', '--namespace', 'user:chelseatroy'), 'state': 'running', 'program': '/Users/chelseatroy/mozilla/docker-etl/jobs/search-term-data-validation-v2/search_term_data_validation_v2/main_flow.py', 'codePathLocal': 'main_flow.py', 'codePath': 'jobs/search-term-data-validation-v2/search_term_data_validation_v2/main_flow.py', 'git': {'remote': 'https://github.com/mozilla/docker-etl.git', 'commit': '5b0e9d5fac297977e433376f03e7598c2a1b92b9'}, 'email': 'chelsea.dommert@gmail.com', 'root': '/Users/chelseatroy/mozilla/docker-etl', 'host': 'Chelseas-MacBook-Air.local', 'username': 'chelseatroy', 'executable': '/Library/Developer/CommandLineTools/usr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 8.540096282958984}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-04-16 16:16:58,427 INFO    HandlerThread:49275 [system_monitor.py:probe():224] Finished collecting system info
2024-04-16 16:16:58,427 INFO    HandlerThread:49275 [system_monitor.py:probe():227] Publishing system info
2024-04-16 16:16:58,428 DEBUG   HandlerThread:49275 [system_info.py:_save_code():45] Saving code
2024-04-16 16:16:58,436 DEBUG   HandlerThread:49275 [system_info.py:_save_code():66] Saving code done
2024-04-16 16:16:58,437 DEBUG   HandlerThread:49275 [system_info.py:_save_patches():83] Saving git patches
2024-04-16 16:16:58,481 DEBUG   HandlerThread:49275 [system_info.py:_save_patches():125] Saving git patches done
2024-04-16 16:16:58,482 INFO    HandlerThread:49275 [system_monitor.py:probe():229] Finished publishing system info
2024-04-16 16:16:58,483 DEBUG   SenderThread:49275 [sender.py:send():382] send: files
2024-04-16 16:16:58,483 INFO    SenderThread:49275 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-04-16 16:16:58,484 INFO    SenderThread:49275 [sender.py:_save_file():1403] saving file code/jobs/search-term-data-validation-v2/search_term_data_validation_v2/main_flow.py with policy now
